1,1,1,1,4,2,4,4,4,8,14,15,21,21,27,38,50,71,96,124,168,219,290,387,488,594,723,891,1040,1143,1218,1220,1237,1168,1142,1062,1003,909,847,758,671,588,528,481,439,396,345,311,275,238,212,183,162,133,122,111,85,76,72,66,56,51,44,37,32,27,23,22,19,17,14,12,9,7,7,8,6,5,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,3,1,2,2,3,3,6,5,7,6,9,11,15,18,30,39,48,71,84,104,124,169,253,342,406,524,624,771,896,1018,1102,1153,1177,1173,1140,1075,988,929,857,771,696,614,554,499,441,396,358,336,303,252,204,171,153,126,117,96,93,80,72,67,61,51,39,32,30,32,27,26,20,15,13,9,7,6,6,5,4,3,3,3,4,4,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,8,10,15,19,27,27,37,55,75,97,127,180,223,284,371,431,548,684,804,937,1046,1136,1169,1214,1229,1214,1155,1086,975,890,797,723,656,575,513,469,406,363,307,264,240,208,179,147,126,105,86,72,66,57,47,40,35,29,26,22,21,17,11,11,6,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5,4,4,6,7,9,8,9,11,22,29,41,48,52,58,83,89,135,173,224,289,383,487,585,674,796,918,1026,1102,1170,1170,1118,1099,1045,1003,942,855,762,710,631,576,537,492,460,401,344,306,246,226,194,171,144,113,91,79,68,57,46,36,32,26,25,19,16,12,9,8,7,5,3,2,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,4,3,3,4,4,7,11,17,30,41,48,57,75,95,134,189,244,328,418,523,675,809,964,1081,1181,1191,1173,1167,1171,1116,1054,1000,933,832,730,654,578,524,455,411,359,302,274,230,203,172,149,126,109,104,92,88,76,69,59,54,46,44,39,37,34,31,28,27,24,22,20,17,12,11,9,6,6,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,3,3,8,11,12,11,18,28,34,45,66,75,101,139,166,217,293,394,498,593,691,789,937,995,1089,1125,1167,1177,1129,1098,1018,953,870,808,750,657,589,524,482,420,367,319,264,223,187,166,147,128,112,103,90,78,66,56,48,44,35,28,26,19,17,15,12,12,11,9,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,3,4,5,5,9,12,19,22,22,26,38,49,60,87,108,147,183,211,275,355,401,531,642,764,889,1016,1094,1177,1203,1217,1212,1145,1053,982,903,818,726,652,582,498,442,390,345,307,259,226,194,164,142,127,108,95,85,74,64,55,47,44,40,34,30,26,22,17,17,14,11,11,9,9,8,8,7,7,8,6,4,3,4,4,4,4,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,6,9,11,12,26,29,34,43,69,93,110,143,212,289,351,455,578,739,868,1012,1082,1130,1188,1211,1147,1107,1016,941,872,804,733,657,596,526,478,439,378,342,307,278,228,204,188,165,146,125,115,99,84,74,61,51,47,44,39,29,19,16,13,8,7,4,3,3,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,4,7,10,16,20,35,41,60,92,105,148,187,269,349,418,535,627,719,802,895,1008,1052,1077,1078,1096,1083,1044,986,929,849,757,691,609,533,456,402,346,315,275,240,206,188,170,156,134,119,95,85,83,74,65,55,52,41,36,28,20,18,13,14,12,12,14,12,8,8,7,6,5,5,5,4,5,4,3,4,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,1,4,7,8,12,16,21,35,36,49,73,90,123,162,221,273,350,434,553,642,768,877,940,1045,1112,1145,1156,1101,1048,982,912,796,714,628,582,544,501,429,375,340,292,267,238,203,174,153,139,123,110,92,81,73,62,48,46,41,40,37,32,29,26,24,21,17,13,13,11,9,7,5,4,4,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
