404.523952,236.6727146,326.2394181,404.4826725,386.0326607,319.5549281,143.858708
407.4670393,338.3650337,569.5057168,662.4936399,642.6771159,492.1251308,208.8323366
233.9275192,488.4937221,216.7571731,317.5103452,275.8691417,205.5889008,97.82230667
236.1317867,117.663507,187.3822735,204.601714,200.4172667,174.1925617,82.4091807
149.8985978,189.8886071,266.0582431,290.4940136,285.4879176,224.8698821,91.7229406
152.9120689,143.026888,186.7039774,178.3372582,179.8758827,175.910501,70.9032333
278.2411219,551.3406861,439.5377386,443.4325284,442.9980392,374.7847966,186.257314
482.5177158,337.1545986,438.9140729,484.5881871,483.7761595,406.6894398,164.3960828
844.1973542,1051.773997,1146.581589,1478.10459,1365.788616,914.9357145,511.7138816
202.5054877,330.6713111,395.2480943,438.3759175,428.2654346,312.7613573,150.3734324
353.4323446,265.5580173,453.0921694,511.4535759,503.2831486,386.8197986,180.469006
918.3933603,19871.66014,530.5612948,502.82732,505.8564918,483.750391,170.6183986
188.2176484,187.7725676,239.290506,229.846992,231.2643453,207.910202,86.81335299
405.8140941,1826.360754,399.8982398,484.7691968,467.0780531,354.6352915,160.7153458
336.9054049,25079.68723,245.1071357,236.5629417,238.3157366,239.2113501,76.56535999
394.6765002,346.2900729,322.9827218,305.2879997,307.7328739,293.6202068,114.4329249
135.9588358,221.8320602,217.7279069,213.868513,214.5475691,175.0641647,75.53539167
78.85241335,59457.63889,194.1098923,189.2376599,190.7583816,154.2874479,58.78743533
376.6542033,325.8526192,519.8382063,568.7147922,560.3640448,413.870687,236.7969396
207.481415,180.5160916,361.5420182,402.8404554,391.0574265,282.0491881,122.5891359
305.5913984,192.8659938,331.7522889,339.0236921,337.9520072,280.5514144,136.0034776
246.3447498,617.6938969,236.9040085,257.9376357,253.9480233,209.7716304,79.96947001
454.8743197,351.2506418,291.5619601,300.8960401,298.984406,261.3534812,222.9239089
271.9626252,185.4392765,249.2402401,227.8932974,232.7893074,229.2130394,79.1893767
533.4287403,199.6535177,356.0123355,367.0973014,366.3859595,333.3593142,129.9337563
206.8547623,34325.58667,375.0865333,404.6405912,397.8356581,328.2338492,163.5370816
499.0989328,438.6162711,351.0513969,487.8335714,437.0013983,316.5149474,160.3339377
376.8642264,61668.36161,231.1697224,268.728434,262.5765123,216.0455161,94.08100487
566.9059323,518.4914627,669.118278,730.3571523,719.9799255,538.1955294,281.7924413
109.3925223,355.7975557,222.4760216,220.3939581,221.2573673,183.358646,79.66893622
353.9567657,44076.72018,350.5463717,354.1136073,353.5253363,335.7017622,144.1768044
2430.646189,1303.820581,1876.947491,3466.666967,2430.93886,1752.506639,1025.462878
962.202394,1786.048794,1539.447849,2011.329437,1800.301306,1174.23032,682.7752399
1801.232238,1389.977619,1919.751525,3558.476157,2425.545248,1744.258775,940.0450422
1976.614959,1970.134145,2886.065914,3599.221084,3322.566444,2182.084173,1184.438559
2137.772992,1780.734381,2898.813138,4038.902243,3384.185163,2366.111363,1411.694712
1544.356836,2096.318133,2118.362879,2822.007452,2469.213469,1888.005774,941.3595552
7472.212964,6112.22584,6739.195528,12183.51219,7818.887123,5834.213528,3543.300887
3007.583113,2308.459427,3163.417164,4975.26182,3827.52537,2996.848691,1600.821843
5335.56628,3681.421521,5206.760164,8711.230586,6271.642332,4841.76764,2934.106005
8666.797007,2479.173309,1405.692067,2922.96845,1798.942381,1564.738208,845.2583216
2220.288073,1704.039617,3012.483302,4364.671109,3687.866498,2450.059186,1319.816587
342.3343498,370.6592168,644.4606736,724.3047644,706.6068289,499.7982904,250.1824195
160.0081597,103.0536999,212.830283,220.5340789,219.1394972,207.7515011,85.42269874
210.0330458,137.8695933,241.2825822,230.9265389,232.6084402,217.8122347,106.1249815
284.9498409,298.6758268,372.9464748,484.5610319,450.8943711,349.0981782,162.1463209
144.2871925,186.4205375,202.5436294,229.7839406,221.4223014,174.1925617,85.54455995
168.3231005,124.8269465,186.0926789,221.3439958,215.4066876,188.1514037,80.46944549
258.2887611,40530.8934,314.7542917,373.2579122,361.380052,307.4316863,106.3074614
320.182592,42824.46207,186.0166521,183.2256008,183.3332311,193.4246128,67.59742171
251.998369,146.6412149,282.2104082,328.113827,314.4524807,262.1331149,105.8116392
908.6324334,768.7446763,1169.629097,1725.800713,1463.340326,1004.415182,585.3353964
314.4988051,165.691583,323.4829632,394.3079623,378.3342404,303.8031166,125.8728073
